frequency,amplitude,phase,I,Q
6757000000.0,-9.220323812315222,-0.42212804156425127,0.3155607581138611,-0.14172698557376862
6757035000.0,-9.22518154347786,-0.4246515894413549,0.31502586603164673,-0.14244318008422852
6757070000.0,-9.227674400863142,-0.42704774179165367,0.3145933449268341,-0.1431565284729004
6757105000.0,-9.230539481363769,-0.42974730930426547,0.3141021132469177,-0.14395777881145477
6757140000.0,-9.23520364855676,-0.431563987215086,0.3136715888977051,-0.1444505751132965
6757175000.0,-9.238832935197095,-0.4339921225236806,0.3131890296936035,-0.14515112340450287
6757210000.0,-9.244364453808686,-0.43625776713956127,0.31266018748283386,-0.1457674652338028
6757245000.0,-9.245630876820442,-0.43910190729877413,0.31219881772994995,-0.14663474261760712
6757280000.0,-9.248942707034558,-0.4412619914282356,0.3117624521255493,-0.14725261926651
6757315000.0,-9.25377245527812,-0.44396128721208633,0.31119075417518616,-0.14801129698753357
6757350000.0,-9.257738480236197,-0.4464793760417809,0.31067517399787903,-0.14872650802135468
6757385000.0,-9.261004602107539,-0.44916657249429376,0.31015774607658386,-0.14950458705425262
6757420000.0,-9.267250502680293,-0.4513193933810108,0.3096124529838562,-0.15006400644779205
6757455000.0,-9.271276279786443,-0.45409766334477175,0.3090510666370392,-0.15085367858409882
6757490000.0,-9.274842215958309,-0.4570255093045993,0.3084813952445984,-0.1516955941915512
6757525000.0,-9.281423377115004,-0.45941016513022026,0.30788540840148926,-0.15231533348560333
6757560000.0,-9.28311467304961,-0.462484378876063,0.3073558509349823,-0.15323127806186676
6757595000.0,-9.289633000570838,-0.4650031406016217,0.30673864483833313,-0.15388941764831543
6757630000.0,-9.292737339476838,-0.46802189358978874,0.3061632513999939,-0.15475936233997345
6757665000.0,-9.296941176694009,-0.47041609562777903,0.30564388632774353,-0.15541669726371765
6757700000.0,-9.301987261250622,-0.47360258805441613,0.3049698770046234,-0.15629900991916656
6757735000.0,-9.308915523921444,-0.476612425953966,0.30425527691841125,-0.15709085762500763
6757770000.0,-9.312188269970646,-0.479835186814575,0.3036330044269562,-0.1580110341310501
6757805000.0,-9.316532779509814,-0.48290283253795585,0.3029952645301819,-0.15886224806308746
6757840000.0,-9.322483091413504,-0.48593180198284724,0.30230551958084106,-0.15966986119747162
6757875000.0,-9.330227550486917,-0.4892938447464858,0.30149805545806885,-0.16054211556911469
6757910000.0,-9.332868706894835,-0.4922918132588553,0.3009238839149475,-0.16139619052410126
6757945000.0,-9.33534188402404,-0.49607131771139235,0.30022624135017395,-0.16248610615730286
6757980000.0,-9.343141470803658,-0.4988534890259714,0.29950395226478577,-0.16317416727542877
6758015000.0,-9.346862621544382,-0.5027785182019793,0.2987331748008728,-0.1642780750989914
6758050000.0,-9.35423156148041,-0.5059821423951567,0.29795247316360474,-0.16509413719177246
6758085000.0,-9.358184252372435,-0.5097985111224687,0.2971849739551544,-0.1661543995141983
6758120000.0,-9.362040173991872,-0.5137857764879267,0.29638850688934326,-0.16726376116275787
6758155000.0,-9.368405292315881,-0.51747425434758,0.2955528795719147,-0.1682325154542923
6758190000.0,-9.373075594726684,-0.521495240653751,0.2947155237197876,-0.1693284958600998
6758225000.0,-9.381948421378661,-0.5252004637053894,0.29378584027290344,-0.17024531960487366
6758260000.0,-9.387010313160392,-0.5291010265969575,0.29294878244400024,-0.1712900996208191
6758295000.0,-9.394110635372451,-0.5330057295750267,0.2920388877391815,-0.17229177057743073
6758330000.0,-9.399184101938761,-0.5373186184715419,0.29112300276756287,-0.1734483540058136
6758365000.0,-9.410629826884424,-0.541432092337017,0.29002463817596436,-0.17441442608833313
6758400000.0,-9.415725423330034,-0.546509141673734,0.2889658212661743,-0.1757814884185791
6758435000.0,-9.419731048865888,-0.5509333042128748,0.28805243968963623,-0.17697656154632568
6758470000.0,-9.426505782330478,-0.5556965461151259,0.2869822680950165,-0.17820756137371063
6758505000.0,-9.437065661887384,-0.5599522954001739,0.28587350249290466,-0.17920926213264465
6758540000.0,-9.446784242975282,-0.5645157451021127,0.28473395109176636,-0.18031010031700134
6758575000.0,-9.449604458170574,-0.5696786102498608,0.2837071120738983,-0.18171872198581696
6758610000.0,-9.459742348155737,-0.5744913778286301,0.2824993431568146,-0.18286846578121185
6758645000.0,-9.465247956361178,-0.5797753914698734,0.2813507318496704,-0.18424181640148163
6758680000.0,-9.474005416478377,-0.5852851098255898,0.28004884719848633,-0.18560194969177246
6758715000.0,-9.482092445334509,-0.5905599034660494,0.27880623936653137,-0.1869024634361267
6758750000.0,-9.48876130971592,-0.595918472540428,0.27758750319480896,-0.18824918568134308
6758785000.0,-9.498055904171865,-0.6017236484877941,0.276194304227829,-0.1896543949842453
6758820000.0,-9.506720963229323,-0.6075991169686544,0.27480095624923706,-0.191083163022995
6758855000.0,-9.516525108279044,-0.6136139291278314,0.2733379602432251,-0.19251514971256256
